time_start,time_end,estimated,amount_usd,resource_id,service,classification
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.0,arn:aws:ec2:ap-south-1:108782052779:natgateway/nat-01dc061291fc51e75,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.0,arn:aws:ec2:ap-south-1:108782052779:natgateway/nat-05f85018216cac061,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.0,arn:aws:ec2:eu-central-1:108782052779:natgateway/nat-0a2bfbfedf38f8e87,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.0,arn:aws:ec2:eu-central-1:108782052779:natgateway/nat-0ec6ae9605269bef4,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.0,arn:aws:ec2:us-west-2:108782052779:natgateway/nat-00246c8ef3b9087f1,Amazon Elastic Compute Cloud - Compute,dayhoff
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.0,arn:aws:ec2:us-west-2:108782052779:natgateway/nat-00ac08b685fea726f,Amazon Elastic Compute Cloud - Compute,terrarium
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,1.1826e-06,arn:aws:ec2:us-west-2:108782052779:natgateway/nat-00f3c26e43ede9b10,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.0,arn:aws:ec2:us-west-2:108782052779:natgateway/nat-0234e77781575cced,Amazon Elastic Compute Cloud - Compute,terrarium
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.001108876,arn:aws:ec2:us-west-2:171675361862:natgateway/nat-01432c586ef9dbf51,Amazon Elastic Compute Cloud - Compute,unallocated
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,6.9783847056,i-002fac7d5932b5689,Amazon Elastic Compute Cloud - Compute,unallocated
