time_start,time_end,estimated,amount_usd,resource_id
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.12,arn:aws:ec2:ap-south-1:108782052779:network-interface/eni-02d1c980266b3afc3
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.12,arn:aws:ec2:ap-south-1:108782052779:network-interface/eni-0b311a0dcb595e613
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.12,arn:aws:ec2:eu-central-1:108782052779:network-interface/eni-016caa7d86d41fa17
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.12,arn:aws:ec2:eu-central-1:108782052779:network-interface/eni-0b8150cde6a5fc7ae
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.12,arn:aws:ec2:us-east-1:108782052779:network-interface/eni-000a1e5904276b377
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.12,arn:aws:ec2:us-east-1:108782052779:network-interface/eni-085448ce53cb8a8b8
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.12,arn:aws:ec2:us-east-1:108782052779:network-interface/eni-08997318714e9b90d
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.12,arn:aws:ec2:us-east-1:108782052779:network-interface/eni-0d366fd4150dd6012
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.001120835,arn:aws:ec2:us-west-2:108782052779:elastic-ip/eipalloc-01475d9f7ac8a16ca
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.12,arn:aws:ec2:us-west-2:108782052779:elastic-ip/eipalloc-02ef5760f8f8700fd
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.001097225,arn:aws:ec2:us-west-2:108782052779:elastic-ip/eipalloc-0535defc1a36171b5
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,8.3335e-05,arn:aws:ec2:us-west-2:108782052779:elastic-ip/eipalloc-09e31b642e5e870fc
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,8.3335e-05,arn:aws:ec2:us-west-2:108782052779:elastic-ip/eipalloc-0a37aede87e029cce
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.12,arn:aws:ec2:us-west-2:108782052779:network-interface/eni-0053a0c36ed8792d5
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.04398611,arn:aws:ec2:us-west-2:108782052779:network-interface/eni-014645d801ae82b2f
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.12,arn:aws:ec2:us-west-2:108782052779:network-interface/eni-026f98f985a93c4bc
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.12,arn:aws:ec2:us-west-2:108782052779:network-interface/eni-0365f5bd1308e7491
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.12,arn:aws:ec2:us-west-2:108782052779:network-interface/eni-04e9a24108db62c0a
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.10567639,arn:aws:ec2:us-west-2:108782052779:network-interface/eni-05b104d591c9d2d1e
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.12,arn:aws:ec2:us-west-2:108782052779:network-interface/eni-064218f01cc92ddaa
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.05712917,arn:aws:ec2:us-west-2:108782052779:network-interface/eni-06dcd6fec6df81b9c
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.12,arn:aws:ec2:us-west-2:108782052779:network-interface/eni-0725a15da78e40c9d
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.12,arn:aws:ec2:us-west-2:108782052779:network-interface/eni-099e96a4f6c1d02b6
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.12,arn:aws:ec2:us-west-2:108782052779:network-interface/eni-0a0c755b06c71877c
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.12,arn:aws:ec2:us-west-2:108782052779:network-interface/eni-0b7cb679115d71f09
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.12,arn:aws:ec2:us-west-2:108782052779:network-interface/eni-0bf0638cf19f78c48
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.016559725,arn:aws:ec2:us-west-2:108782052779:network-interface/eni-0c9ac0849e5beebb7
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.12,arn:aws:ec2:us-west-2:108782052779:network-interface/eni-0e8383492c016f0dc
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.12,arn:aws:ec2:us-west-2:171675361862:network-interface/eni-09dec6f627819db8b
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.2400029722,arn:aws:ec2:us-west-2:171675361862:vpc-endpoint/vpce-02ac48bf0c4efb877
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.2400007377,arn:aws:ec2:us-west-2:171675361862:vpc-endpoint/vpce-036891e26dd789978
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.2400104318,arn:aws:ec2:us-west-2:171675361862:vpc-endpoint/vpce-0384b7109c7362817
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.24,arn:aws:ec2:us-west-2:171675361862:vpc-endpoint/vpce-0766e7a15cf8b1a9f
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.2422625575,arn:aws:ec2:us-west-2:171675361862:vpc-endpoint/vpce-07f1e154c6ff3a42f
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.2426531598,arn:aws:ec2:us-west-2:171675361862:vpc-endpoint/vpce-096eaa1400b8861cb
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.24,arn:aws:ec2:us-west-2:171675361862:vpc-endpoint/vpce-0f12344d88ada019d
2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,True,0.12,arn:aws:ec2:ap-south-1:108782052779:network-interface/eni-02d1c980266b3afc3
2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,True,0.12,arn:aws:ec2:ap-south-1:108782052779:network-interface/eni-0b311a0dcb595e613
2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,True,0.12,arn:aws:ec2:eu-central-1:108782052779:network-interface/eni-016caa7d86d41fa17
2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,True,0.12,arn:aws:ec2:eu-central-1:108782052779:network-interface/eni-0b8150cde6a5fc7ae
2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,True,0.12,arn:aws:ec2:us-east-1:108782052779:network-interface/eni-000a1e5904276b377
2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,True,0.12,arn:aws:ec2:us-east-1:108782052779:network-interface/eni-085448ce53cb8a8b8
2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,True,0.12,arn:aws:ec2:us-east-1:108782052779:network-interface/eni-08997318714e9b90d
2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,True,0.12,arn:aws:ec2:us-east-1:108782052779:network-interface/eni-0d366fd4150dd6012
2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,True,0.12,arn:aws:ec2:us-west-2:108782052779:elastic-ip/eipalloc-02ef5760f8f8700fd
2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,True,0.000119445,arn:aws:ec2:us-west-2:108782052779:elastic-ip/eipalloc-04a30b6312bde260f
2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,True,8.3335e-05,arn:aws:ec2:us-west-2:108782052779:elastic-ip/eipalloc-06508272a795b9cf2
2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,True,0.001120835,arn:aws:ec2:us-west-2:108782052779:elastic-ip/eipalloc-07011cf9f0f63b830
2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,True,8.3335e-05,arn:aws:ec2:us-west-2:108782052779:elastic-ip/eipalloc-0e227f524a1a065c1
2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,True,0.000125,arn:aws:ec2:us-west-2:108782052779:elastic-ip/eipalloc-0fa9b61dae39f36fd
2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,True,0.12,arn:aws:ec2:us-west-2:108782052779:network-interface/eni-0053a0c36ed8792d5
