time_start,time_end,estimated,amount_usd,resource_id
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.3784840442,arn:aws:ecs:us-west-2:108782052779:task/aquarium-dev-cluster/13f2b920e36f442aa0dbee4fbce41a51
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.2151853189,arn:aws:ecs:us-west-2:108782052779:task/aquarium-dev-cluster/5dbd8406f6884703ba10fefc89a36fc5
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.0010132237,arn:aws:ecs:us-west-2:108782052779:task/aquarium-dev-cluster/f6cfd1e8ded74c0c89d1fe1df57ce4db
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.0004114166,arn:aws:ecs:us-west-2:108782052779:task/terrarium-dev-cluster/40a6ec90a3bc4e6f9ef13434d5d264bf
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.3964940033,arn:aws:ecs:us-west-2:108782052779:task/terrarium-dev-cluster/8e5c21dcfda141af8901fc99f03fb726
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.1980219642,arn:aws:ecs:us-west-2:108782052779:task/terrarium-dev-cluster/d37ff001431f42299b9f0a11e6b74ee6
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.0021792219,arn:aws:ecs:us-west-2:108782052779:task/terrarium-prod-cluster/062c45ab71ef4e26ada8a2b7fc8dd98f
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.0021648299,arn:aws:ecs:us-west-2:108782052779:task/terrarium-prod-cluster/a861240803484e45a2bc9ccd6a29adcf
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.0004114166,arn:aws:ecs:us-west-2:108782052779:task/terrarium-prod-cluster/cfca66a1c88b48e2b1b337c6c1cf43dc
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.3889720772,arn:aws:ecs:us-west-2:108782052779:task/terrarium-prod-cluster/df0a70e06221411dbd2395b541967b65
2026-06-01T00:00:00Z,2026-06-02T00:00:00Z,True,0.2029169947,arn:aws:ecs:us-west-2:108782052779:task/terrarium-prod-cluster/e01c00af97c5463c989e573c34899473
2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,True,0.5218657377,arn:aws:ecs:us-west-2:108782052779:task/aquarium-dev-cluster/5dbd8406f6884703ba10fefc89a36fc5
2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,True,0.0010162775,arn:aws:ecs:us-west-2:108782052779:task/aquarium-dev-cluster/a4e603d801e44fa18471fd3fca00f27b
2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,True,0.0721215927,arn:aws:ecs:us-west-2:108782052779:task/aquarium-dev-cluster/fa660c40190e4e9b947aa18b1b8f6d83
2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,True,0.2244447118,arn:aws:ecs:us-west-2:108782052779:task/terrarium-dev-cluster/197d52dc708b4d0a9eca1583d1efcaef
2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,True,0.0004114166,arn:aws:ecs:us-west-2:108782052779:task/terrarium-dev-cluster/979264d7b1f04046bca7e626998b13e9
2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,True,0.3700317672,arn:aws:ecs:us-west-2:108782052779:task/terrarium-dev-cluster/d37ff001431f42299b9f0a11e6b74ee6
2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,True,0.2138741039,arn:aws:ecs:us-west-2:108782052779:task/terrarium-prod-cluster/c1cc158a4476495e89e2abd6d597835e
2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,True,0.3780581942,arn:aws:ecs:us-west-2:108782052779:task/terrarium-prod-cluster/e01c00af97c5463c989e573c34899473
2026-06-02T00:00:00Z,2026-06-03T00:00:00Z,True,0.0004114166,arn:aws:ecs:us-west-2:108782052779:task/terrarium-prod-cluster/ff17a0f6fa774dfab3b949e4a56fe767
2026-06-03T00:00:00Z,2026-06-04T00:00:00Z,True,0.593081349,arn:aws:ecs:us-west-2:108782052779:task/aquarium-dev-cluster/fa660c40190e4e9b947aa18b1b8f6d83
2026-06-03T00:00:00Z,2026-06-04T00:00:00Z,True,0.5930410483,arn:aws:ecs:us-west-2:108782052779:task/terrarium-dev-cluster/197d52dc708b4d0a9eca1583d1efcaef
2026-06-03T00:00:00Z,2026-06-04T00:00:00Z,True,0.59244,arn:aws:ecs:us-west-2:108782052779:task/terrarium-prod-cluster/c1cc158a4476495e89e2abd6d597835e
2026-06-04T00:00:00Z,2026-06-05T00:00:00Z,True,0.5930374472,arn:aws:ecs:us-west-2:108782052779:task/aquarium-dev-cluster/fa660c40190e4e9b947aa18b1b8f6d83
2026-06-04T00:00:00Z,2026-06-05T00:00:00Z,True,0.5930408454,arn:aws:ecs:us-west-2:108782052779:task/terrarium-dev-cluster/197d52dc708b4d0a9eca1583d1efcaef
2026-06-04T00:00:00Z,2026-06-05T00:00:00Z,True,0.59244,arn:aws:ecs:us-west-2:108782052779:task/terrarium-prod-cluster/c1cc158a4476495e89e2abd6d597835e
2026-06-05T00:00:00Z,2026-06-06T00:00:00Z,True,0.5930380196,arn:aws:ecs:us-west-2:108782052779:task/aquarium-dev-cluster/fa660c40190e4e9b947aa18b1b8f6d83
2026-06-05T00:00:00Z,2026-06-06T00:00:00Z,True,0.5930413361,arn:aws:ecs:us-west-2:108782052779:task/terrarium-dev-cluster/197d52dc708b4d0a9eca1583d1efcaef
2026-06-05T00:00:00Z,2026-06-06T00:00:00Z,True,0.59244,arn:aws:ecs:us-west-2:108782052779:task/terrarium-prod-cluster/c1cc158a4476495e89e2abd6d597835e
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.5930379855,arn:aws:ecs:us-west-2:108782052779:task/aquarium-dev-cluster/fa660c40190e4e9b947aa18b1b8f6d83
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.5930405882,arn:aws:ecs:us-west-2:108782052779:task/terrarium-dev-cluster/197d52dc708b4d0a9eca1583d1efcaef
2026-06-06T00:00:00Z,2026-06-07T00:00:00Z,True,0.59244,arn:aws:ecs:us-west-2:108782052779:task/terrarium-prod-cluster/c1cc158a4476495e89e2abd6d597835e
2026-06-07T00:00:00Z,2026-06-08T00:00:00Z,True,0.5930383848,arn:aws:ecs:us-west-2:108782052779:task/aquarium-dev-cluster/fa660c40190e4e9b947aa18b1b8f6d83
2026-06-07T00:00:00Z,2026-06-08T00:00:00Z,True,0.593040726,arn:aws:ecs:us-west-2:108782052779:task/terrarium-dev-cluster/197d52dc708b4d0a9eca1583d1efcaef
2026-06-07T00:00:00Z,2026-06-08T00:00:00Z,True,0.59244,arn:aws:ecs:us-west-2:108782052779:task/terrarium-prod-cluster/c1cc158a4476495e89e2abd6d597835e
2026-06-08T00:00:00Z,2026-06-09T00:00:00Z,True,0.5930411349,arn:aws:ecs:us-west-2:108782052779:task/aquarium-dev-cluster/fa660c40190e4e9b947aa18b1b8f6d83
2026-06-08T00:00:00Z,2026-06-09T00:00:00Z,True,0.5930810365,arn:aws:ecs:us-west-2:108782052779:task/terrarium-dev-cluster/197d52dc708b4d0a9eca1583d1efcaef
2026-06-08T00:00:00Z,2026-06-09T00:00:00Z,True,0.59244,arn:aws:ecs:us-west-2:108782052779:task/terrarium-prod-cluster/c1cc158a4476495e89e2abd6d597835e
2026-06-09T00:00:00Z,2026-06-10T00:00:00Z,True,0.5930402428,arn:aws:ecs:us-west-2:108782052779:task/aquarium-dev-cluster/fa660c40190e4e9b947aa18b1b8f6d83
2026-06-09T00:00:00Z,2026-06-10T00:00:00Z,True,0.5930704263,arn:aws:ecs:us-west-2:108782052779:task/terrarium-dev-cluster/197d52dc708b4d0a9eca1583d1efcaef
2026-06-09T00:00:00Z,2026-06-10T00:00:00Z,True,0.59244,arn:aws:ecs:us-west-2:108782052779:task/terrarium-prod-cluster/c1cc158a4476495e89e2abd6d597835e
2026-06-10T00:00:00Z,2026-06-11T00:00:00Z,True,0.2078581073,arn:aws:ecs:us-west-2:108782052779:task/aquarium-dev-cluster/514b827a7eb641c295c4138b0cec1b79
2026-06-10T00:00:00Z,2026-06-11T00:00:00Z,True,0.0010066096,arn:aws:ecs:us-west-2:108782052779:task/aquarium-dev-cluster/9320946185a844f5aa811c1cff0f87b3
2026-06-10T00:00:00Z,2026-06-11T00:00:00Z,True,0.0002079372,arn:aws:ecs:us-west-2:108782052779:task/aquarium-dev-cluster/b7a90f0429c34f62bd2548d233de630a
2026-06-10T00:00:00Z,2026-06-11T00:00:00Z,True,0.002203296,arn:aws:ecs:us-west-2:108782052779:task/aquarium-dev-cluster/d13feb146a784d67b5b10975111cfe45
2026-06-10T00:00:00Z,2026-06-11T00:00:00Z,True,0.3835021392,arn:aws:ecs:us-west-2:108782052779:task/aquarium-dev-cluster/fa660c40190e4e9b947aa18b1b8f6d83
2026-06-10T00:00:00Z,2026-06-11T00:00:00Z,True,0.5930419233,arn:aws:ecs:us-west-2:108782052779:task/terrarium-dev-cluster/197d52dc708b4d0a9eca1583d1efcaef
2026-06-10T00:00:00Z,2026-06-11T00:00:00Z,True,0.59244,arn:aws:ecs:us-west-2:108782052779:task/terrarium-prod-cluster/c1cc158a4476495e89e2abd6d597835e
2026-06-11T00:00:00Z,2026-06-12T00:00:00Z,True,0.5930378897,arn:aws:ecs:us-west-2:108782052779:task/aquarium-dev-cluster/514b827a7eb641c295c4138b0cec1b79
2026-06-11T00:00:00Z,2026-06-12T00:00:00Z,True,0.5930404045,arn:aws:ecs:us-west-2:108782052779:task/terrarium-dev-cluster/197d52dc708b4d0a9eca1583d1efcaef
2026-06-11T00:00:00Z,2026-06-12T00:00:00Z,True,0.59244,arn:aws:ecs:us-west-2:108782052779:task/terrarium-prod-cluster/c1cc158a4476495e89e2abd6d597835e
2026-06-12T00:00:00Z,2026-06-13T00:00:00Z,True,0.593037162,arn:aws:ecs:us-west-2:108782052779:task/aquarium-dev-cluster/514b827a7eb641c295c4138b0cec1b79
2026-06-12T00:00:00Z,2026-06-13T00:00:00Z,True,0.5930401601,arn:aws:ecs:us-west-2:108782052779:task/terrarium-dev-cluster/197d52dc708b4d0a9eca1583d1efcaef
2026-06-12T00:00:00Z,2026-06-13T00:00:00Z,True,0.59244,arn:aws:ecs:us-west-2:108782052779:task/terrarium-prod-cluster/c1cc158a4476495e89e2abd6d597835e
2026-06-13T00:00:00Z,2026-06-14T00:00:00Z,True,0.5930358585,arn:aws:ecs:us-west-2:108782052779:task/aquarium-dev-cluster/514b827a7eb641c295c4138b0cec1b79
2026-06-13T00:00:00Z,2026-06-14T00:00:00Z,True,0.5930385707,arn:aws:ecs:us-west-2:108782052779:task/terrarium-dev-cluster/197d52dc708b4d0a9eca1583d1efcaef
2026-06-13T00:00:00Z,2026-06-14T00:00:00Z,True,0.59244,arn:aws:ecs:us-west-2:108782052779:task/terrarium-prod-cluster/c1cc158a4476495e89e2abd6d597835e
