status	returncode	analysis_id	source_path	destination_s3_uri	receipt_path
skipped_existing_success	0	ccv_dryrun_complete_genomics_mgi_snv_concordance_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_complete_genomics_mgi_snv_concordance_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_complete_genomics_mgi_snv_concordance_20260609T063015Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_complete_genomics_mgi_snv_concordance_20260609T063015Z/fsx_export.yaml
skipped_existing_success	0	ccv_dryrun_complete_genomics_mgi_snv_concordance_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_complete_genomics_mgi_snv_concordance_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_complete_genomics_mgi_snv_concordance_20260609T083613Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_complete_genomics_mgi_snv_concordance_20260609T083613Z/fsx_export.yaml
skipped_existing_success	0	ccv_dryrun_hybrid_ilmn_ont_snv_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_hybrid_ilmn_ont_snv_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_hybrid_ilmn_ont_snv_20260609T063015Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_hybrid_ilmn_ont_snv_20260609T063015Z/fsx_export.yaml
skipped_existing_success	0	ccv_dryrun_hybrid_ilmn_ont_snv_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_hybrid_ilmn_ont_snv_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_hybrid_ilmn_ont_snv_20260609T083613Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_hybrid_ilmn_ont_snv_20260609T083613Z/fsx_export.yaml
skipped_existing_success	0	ccv_dryrun_hybrid_ilmn_ont_snv_kitchensink_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_hybrid_ilmn_ont_snv_kitchensink_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_hybrid_ilmn_ont_snv_kitchensink_20260609T063015Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_hybrid_ilmn_ont_snv_kitchensink_20260609T063015Z/fsx_export.yaml
skipped_existing_success	0	ccv_dryrun_hybrid_ilmn_ont_snv_kitchensink_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_hybrid_ilmn_ont_snv_kitchensink_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_hybrid_ilmn_ont_snv_kitchensink_20260609T083613Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_hybrid_ilmn_ont_snv_kitchensink_20260609T083613Z/fsx_export.yaml
skipped_existing_success	0	ccv_dryrun_illumina_bclconvert_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_bclconvert_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_bclconvert_20260609T063015Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_illumina_bclconvert_20260609T063015Z/fsx_export.yaml
skipped_existing_success	0	ccv_dryrun_illumina_bclconvert_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_bclconvert_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_bclconvert_20260609T083613Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_illumina_bclconvert_20260609T083613Z/fsx_export.yaml
skipped_existing_success	0	ccv_dryrun_illumina_bclconvert_20260609T101303Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_bclconvert_20260609T101303Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_bclconvert_20260609T101303Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_illumina_bclconvert_20260609T101303Z/fsx_export.yaml
skipped_existing_success	0	ccv_dryrun_illumina_hg002_kitchensink_multiqc_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_hg002_kitchensink_multiqc_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_hg002_kitchensink_multiqc_20260609T063015Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_illumina_hg002_kitchensink_multiqc_20260609T063015Z/fsx_export.yaml
skipped_existing_success	0	ccv_dryrun_illumina_hg002_kitchensink_multiqc_20260609T081600Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_hg002_kitchensink_multiqc_20260609T081600Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_hg002_kitchensink_multiqc_20260609T081600Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_illumina_hg002_kitchensink_multiqc_20260609T081600Z/fsx_export.yaml
skipped_existing_success	0	ccv_dryrun_illumina_hg002_kitchensink_multiqc_20260609T082907Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_hg002_kitchensink_multiqc_20260609T082907Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_hg002_kitchensink_multiqc_20260609T082907Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_illumina_hg002_kitchensink_multiqc_20260609T082907Z/fsx_export.yaml
skipped_existing_success	0	ccv_dryrun_illumina_hg002_kitchensink_multiqc_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_hg002_kitchensink_multiqc_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_hg002_kitchensink_multiqc_20260609T083613Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_illumina_hg002_kitchensink_multiqc_20260609T083613Z/fsx_export.yaml
skipped_existing_success	0	ccv_dryrun_illumina_run_qc_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_run_qc_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_run_qc_20260609T063015Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_illumina_run_qc_20260609T063015Z/fsx_export.yaml
skipped_existing_success	0	ccv_dryrun_illumina_run_qc_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_run_qc_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_run_qc_20260609T083613Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_illumina_run_qc_20260609T083613Z/fsx_export.yaml
skipped_existing_success	0	ccv_dryrun_illumina_run_qc_bclconvert_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_run_qc_bclconvert_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_run_qc_bclconvert_20260609T063015Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_illumina_run_qc_bclconvert_20260609T063015Z/fsx_export.yaml
skipped_existing_success	0	ccv_dryrun_illumina_run_qc_bclconvert_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_run_qc_bclconvert_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_run_qc_bclconvert_20260609T083613Z/	docs/plans/20260611T004801Z_dyecX4_4na_smn12_export_cleanup_logs/exports/ccv_dryrun_illumina_run_qc_bclconvert_20260609T083613Z/fsx_export.yaml
