ILMN_LIB_ID	SAMPLE_NAME	MOUNT_PATH	SIZE_BYTES	MTIME_EPOCH
spec_60	BUCCAL1	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL1_S37_L001_R1_001.fastq.gz	5790564355	1786387433.0000000000
spec_60	BUCCAL1	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL1_S37_L001_R2_001.fastq.gz	5936655851	1786387485.0000000000
spec_60	BUCCAL1	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL1_S37_L002_R1_001.fastq.gz	5833195240	1786387510.0000000000
spec_60	BUCCAL1	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL1_S37_L002_R2_001.fastq.gz	5972488290	1786387574.0000000000
spec_60	BUCCAL1	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL1_S37_L003_R1_001.fastq.gz	5818233090	1786387546.0000000000
spec_60	BUCCAL1	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL1_S37_L003_R2_001.fastq.gz	5958695372	1786387610.0000000000
spec_60	BUCCAL1	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL1_S37_L004_R1_001.fastq.gz	5862361078	1786387644.0000000000
spec_60	BUCCAL1	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL1_S37_L004_R2_001.fastq.gz	6016464753	1786387724.0000000000
spec_60	BUCCAL1	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL1_S37_L005_R1_001.fastq.gz	5849326817	1786387723.0000000000
spec_60	BUCCAL1	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL1_S37_L005_R2_001.fastq.gz	5995288992	1786387791.0000000000
spec_60	BUCCAL1	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL1_S37_L006_R1_001.fastq.gz	5790809920	1786387777.0000000000
spec_60	BUCCAL1	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL1_S37_L006_R2_001.fastq.gz	5935725311	1786387814.0000000000
spec_60	BUCCAL1	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL1_S37_L007_R1_001.fastq.gz	5820530069	1786387988.0000000000
spec_60	BUCCAL1	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL1_S37_L007_R2_001.fastq.gz	5961033633	1786388098.0000000000
spec_60	BUCCAL1	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL1_S37_L008_R1_001.fastq.gz	5787994056	1786388129.0000000000
spec_60	BUCCAL1	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL1_S37_L008_R2_001.fastq.gz	5930303958	1786388213.0000000000
spec_68	BUCCAL2	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL2_S38_L001_R1_001.fastq.gz	5159395065	1786388090.0000000000
spec_68	BUCCAL2	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL2_S38_L001_R2_001.fastq.gz	5272499345	1786388177.0000000000
spec_68	BUCCAL2	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL2_S38_L002_R1_001.fastq.gz	5209542599	1786388181.0000000000
spec_68	BUCCAL2	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL2_S38_L002_R2_001.fastq.gz	5316745007	1786388245.0000000000
spec_68	BUCCAL2	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL2_S38_L003_R1_001.fastq.gz	5191932401	1786388227.0000000000
spec_68	BUCCAL2	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL2_S38_L003_R2_001.fastq.gz	5300353774	1786388322.0000000000
spec_68	BUCCAL2	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL2_S38_L004_R1_001.fastq.gz	5242489865	1786388357.0000000000
spec_68	BUCCAL2	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL2_S38_L004_R2_001.fastq.gz	5363844943	1786388427.0000000000
spec_68	BUCCAL2	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL2_S38_L005_R1_001.fastq.gz	5237065173	1786388430.0000000000
spec_68	BUCCAL2	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL2_S38_L005_R2_001.fastq.gz	5350886034	1786388523.0000000000
spec_68	BUCCAL2	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL2_S38_L006_R1_001.fastq.gz	5171457675	1786388490.0000000000
spec_68	BUCCAL2	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL2_S38_L006_R2_001.fastq.gz	5284552659	1786388575.0000000000
spec_68	BUCCAL2	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL2_S38_L007_R1_001.fastq.gz	5200677676	1786388643.0000000000
spec_68	BUCCAL2	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL2_S38_L007_R2_001.fastq.gz	5309973864	1786388747.0000000000
spec_68	BUCCAL2	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL2_S38_L008_R1_001.fastq.gz	5160853206	1786388853.0000000000
spec_68	BUCCAL2	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL2_S38_L008_R2_001.fastq.gz	5271547334	1786388961.0000000000
spec_75	BUCCAL3	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL3_S39_L001_R1_001.fastq.gz	5570337260	1786389096.0000000000
spec_75	BUCCAL3	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL3_S39_L001_R2_001.fastq.gz	5699451226	1786389171.0000000000
spec_75	BUCCAL3	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL3_S39_L002_R1_001.fastq.gz	5614219367	1786389194.0000000000
spec_75	BUCCAL3	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL3_S39_L002_R2_001.fastq.gz	5735108185	1786389290.0000000000
spec_75	BUCCAL3	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL3_S39_L003_R1_001.fastq.gz	5580450967	1786389313.0000000000
spec_75	BUCCAL3	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL3_S39_L003_R2_001.fastq.gz	5702455241	1786389369.0000000000
spec_75	BUCCAL3	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL3_S39_L004_R1_001.fastq.gz	5632827791	1786389391.0000000000
spec_75	BUCCAL3	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL3_S39_L004_R2_001.fastq.gz	5767433681	1786389481.0000000000
spec_75	BUCCAL3	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL3_S39_L005_R1_001.fastq.gz	5619857873	1786389502.0000000000
spec_75	BUCCAL3	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL3_S39_L005_R2_001.fastq.gz	5746572265	1786389555.0000000000
spec_75	BUCCAL3	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL3_S39_L006_R1_001.fastq.gz	5570088305	1786389568.0000000000
spec_75	BUCCAL3	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL3_S39_L006_R2_001.fastq.gz	5696181533	1786389625.0000000000
spec_75	BUCCAL3	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL3_S39_L007_R1_001.fastq.gz	5600551948	1786389641.0000000000
spec_75	BUCCAL3	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL3_S39_L007_R2_001.fastq.gz	5722590956	1786389698.0000000000
spec_75	BUCCAL3	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL3_S39_L008_R1_001.fastq.gz	5565633719	1786389697.0000000000
spec_75	BUCCAL3	/fsx/run_dir_mounts/hybrid-crosswalk-ilmn-2026/20260722_LH01106_0016_A23WW3YLT4/Analysis/1/Data/BCLConvert/fastq/BUCCAL3_S39_L008_R2_001.fastq.gz	5691634893	1786389752.0000000000
