export_status	cluster	owner	analysis_id	fsx_path	expected_s3_uri	immediate_entry_count	s3_prefix_exists	s3_sample_object_count	s3_sample_total_bytes	s3_sample_is_truncated	mtime_utc	s3_latest_last_modified_utc	has_dayoa_checkout	has_snakemake_state	has_day_cmd_log	tmux_match	process_match
exported_candidate	dyecX4	dyecX4	na00232_smn12_chip124_20260615T062929Z	/fsx/analysis_results/dyecX4/na00232_smn12_chip124_20260615T062929Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/dyecX4/na00232_smn12_chip124_20260615T062929Z/	1	True	10	933	True	2026-06-15T06:32:34+00:00	2026-06-15T08:58:38+00:00	True	True	True	False	False
exported_candidate	dyecX4	dyecX4	smn12_full_ilmn_chip124_20260615T092300Z	/fsx/analysis_results/dyecX4/smn12_full_ilmn_chip124_20260615T092300Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/dyecX4/smn12_full_ilmn_chip124_20260615T092300Z/	1	True	10	68544	True	2026-06-15T09:31:38+00:00	2026-06-15T12:03:37+00:00	True	True	True	False	False
exported_candidate	dyecX4	ubuntu	ccv_dryrun_complete_genomics_mgi_snv_concordance_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_complete_genomics_mgi_snv_concordance_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_complete_genomics_mgi_snv_concordance_20260609T063015Z/	1	True	10	886	True	2026-06-09T07:49:21+00:00	2026-06-11T01:52:01+00:00	True	True	True	False	False
exported_candidate	dyecX4	ubuntu	ccv_dryrun_complete_genomics_mgi_snv_concordance_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_complete_genomics_mgi_snv_concordance_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_complete_genomics_mgi_snv_concordance_20260609T083613Z/	1	True	10	886	True	2026-06-09T09:52:00+00:00	2026-06-11T01:49:16+00:00	True	True	True	False	False
exported_candidate	dyecX4	ubuntu	ccv_dryrun_hybrid_ilmn_ont_snv_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_hybrid_ilmn_ont_snv_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_hybrid_ilmn_ont_snv_20260609T063015Z/	1	True	10	886	True	2026-06-09T07:47:27+00:00	2026-06-11T01:54:43+00:00	True	True	True	False	False
exported_candidate	dyecX4	ubuntu	ccv_dryrun_hybrid_ilmn_ont_snv_kitchensink_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_hybrid_ilmn_ont_snv_kitchensink_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_hybrid_ilmn_ont_snv_kitchensink_20260609T063015Z/	1	True	10	886	True	2026-06-09T07:42:17+00:00	2026-06-11T02:03:29+00:00	True	True	True	False	False
exported_candidate	dyecX4	ubuntu	ccv_dryrun_illumina_bclconvert_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_bclconvert_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_bclconvert_20260609T063015Z/	1	True	10	886	True	2026-06-09T07:51:12+00:00	2026-06-11T02:12:48+00:00	True	False	False	False	False
exported_candidate	dyecX4	ubuntu	ccv_dryrun_illumina_bclconvert_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_bclconvert_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_bclconvert_20260609T083613Z/	1	True	10	886	True	2026-06-09T09:58:45+00:00	2026-06-11T02:16:47+00:00	True	False	False	False	False
exported_candidate	dyecX4	ubuntu	ccv_dryrun_illumina_hg002_kitchensink_multiqc_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_hg002_kitchensink_multiqc_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_hg002_kitchensink_multiqc_20260609T063015Z/	1	True	10	886	True	2026-06-09T07:38:41+00:00	2026-06-11T02:25:37+00:00	True	False	False	False	False
exported_candidate	dyecX4	ubuntu	ccv_dryrun_illumina_hg002_kitchensink_multiqc_20260609T081600Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_hg002_kitchensink_multiqc_20260609T081600Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_hg002_kitchensink_multiqc_20260609T081600Z/	1	True	10	886	True	2026-06-09T08:19:17+00:00	2026-06-11T02:30:28+00:00	True	True	True	False	False
exported_candidate	dyecX4	ubuntu	ccv_dryrun_illumina_hg002_kitchensink_multiqc_20260609T082907Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_hg002_kitchensink_multiqc_20260609T082907Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_hg002_kitchensink_multiqc_20260609T082907Z/	1	True	10	886	True	2026-06-09T08:32:00+00:00	2026-06-11T02:34:48+00:00	True	True	True	False	False
exported_candidate	dyecX4	ubuntu	ccv_dryrun_illumina_run_qc_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_run_qc_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_run_qc_20260609T063015Z/	1	True	10	886	True	2026-06-09T07:49:44+00:00	2026-06-11T02:44:03+00:00	True	True	True	False	False
exported_candidate	dyecX4	ubuntu	ccv_dryrun_illumina_run_qc_bclconvert_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_run_qc_bclconvert_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_run_qc_bclconvert_20260609T063015Z/	1	True	10	886	True	2026-06-09T07:51:34+00:00	2026-06-11T02:53:11+00:00	True	False	False	False	False
exported_candidate	dyecX4	ubuntu	ccv_dryrun_illumina_run_qc_bclconvert_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_run_qc_bclconvert_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_run_qc_bclconvert_20260609T083613Z/	1	True	10	886	True	2026-06-09T09:59:52+00:00	2026-06-11T02:57:59+00:00	True	False	False	False	False
exported_candidate	dyecX4	ubuntu	ccv_dryrun_illumina_snv_alignstats_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_snv_alignstats_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_snv_alignstats_20260609T063015Z/	1	True	10	886	True	2026-06-09T07:43:03+00:00	2026-06-11T03:05:28+00:00	True	True	True	False	False
exported_candidate	dyecX4	ubuntu	ccv_dryrun_illumina_snv_alignstats_relatedness_vep_multiqc_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_snv_alignstats_relatedness_vep_multiqc_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_snv_alignstats_relatedness_vep_multiqc_20260609T063015Z/	1	True	10	886	True	2026-06-09T07:44:33+00:00	2026-06-11T03:15:02+00:00	True	True	True	False	False
exported_candidate	dyecX4	ubuntu	ccv_dryrun_inflection-bjuice-product-v0.1_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_inflection-bjuice-product-v0.1_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_inflection-bjuice-product-v0.1_20260609T063015Z/	1	True	10	886	True	2026-06-09T07:48:59+00:00	2026-06-11T03:24:33+00:00	True	True	True	False	False
exported_candidate	dyecX4	ubuntu	ccv_dryrun_ont_run_qc_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_ont_run_qc_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_ont_run_qc_20260609T063015Z/	1	True	10	886	True	2026-06-09T07:51:55+00:00	2026-06-11T03:33:23+00:00	True	True	True	False	False
exported_candidate	dyecX4	ubuntu	ccv_dryrun_ont_snv_alignstats_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_ont_snv_alignstats_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_ont_snv_alignstats_20260609T063015Z/	1	True	10	886	True	2026-06-09T07:45:15+00:00	2026-06-11T03:42:08+00:00	True	True	True	False	False
exported_candidate	dyecX4	ubuntu	ccv_dryrun_ont_snv_alignstats_kitchensink_20260609T063015Z	/fsx/analysis_results/ubuntu/ccv_dryrun_ont_snv_alignstats_kitchensink_20260609T063015Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_ont_snv_alignstats_kitchensink_20260609T063015Z/	1	True	10	886	True	2026-06-09T07:39:26+00:00	2026-06-11T03:49:18+00:00	True	True	True	False	False
exported_candidate	dyecX4	ubuntu	hg003_ilmn30x_linear_sentd_1004_20260615T034314Z	/fsx/analysis_results/ubuntu/hg003_ilmn30x_linear_sentd_1004_20260615T034314Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hg003_ilmn30x_linear_sentd_1004_20260615T034314Z/	1	True	10	886	True	2026-06-15T03:46:12+00:00	2026-06-15T08:52:20+00:00	True	True	True	False	False
exported_candidate	dyecX4	ubuntu	hg003_ilmn30x_pg_current_1004_20260614T220039Z	/fsx/analysis_results/ubuntu/hg003_ilmn30x_pg_current_1004_20260614T220039Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hg003_ilmn30x_pg_current_1004_20260614T220039Z/	1	True	10	886	True	2026-06-14T22:07:43+00:00	2026-06-15T08:41:48+00:00	True	True	True	False	False
exported_candidate	dyecX4	ubuntu	hg003_ilmn30x_pg_prior_1004_20260614T220039Z	/fsx/analysis_results/ubuntu/hg003_ilmn30x_pg_prior_1004_20260614T220039Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hg003_ilmn30x_pg_prior_1004_20260614T220039Z/	1	True	10	886	True	2026-06-14T22:13:32+00:00	2026-06-15T08:46:59+00:00	True	True	True	False	False
exported_candidate	dyecX4	ubuntu	hiomr_smn12_4na_chip4sub_20260612T015845Z	/fsx/analysis_results/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/hiomr_smn12_4na_chip4sub_20260612T015845Z/	1	True	10	497685	True	2026-06-12T01:58:52+00:00	2026-06-12T13:32:59+00:00	True	True	True	False	False
not_exported	dyecX4	dyecX4	hg003_ilmn30x_linear_sentd_hg38_1004_20260615T060845Z	/fsx/analysis_results/dyecX4/hg003_ilmn30x_linear_sentd_hg38_1004_20260615T060845Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/dyecX4/hg003_ilmn30x_linear_sentd_hg38_1004_20260615T060845Z/	1	False	0	0	False	2026-06-15T06:11:48+00:00		True	True	True	False	False
not_exported	dyecX4	dyecX4	hg003_ilmn30x_pg_current_hg38_1004_20260615T080558Z	/fsx/analysis_results/dyecX4/hg003_ilmn30x_pg_current_hg38_1004_20260615T080558Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/dyecX4/hg003_ilmn30x_pg_current_hg38_1004_20260615T080558Z/	1	False	0	0	False	2026-06-15T08:08:08+00:00		True	True	True	False	False
not_exported	dyecX4	dyecX4	hg003_ilmn30x_pg_prior_hg38_1004_20260615T082114Z	/fsx/analysis_results/dyecX4/hg003_ilmn30x_pg_prior_hg38_1004_20260615T082114Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/dyecX4/hg003_ilmn30x_pg_prior_hg38_1004_20260615T082114Z/	1	False	0	0	False	2026-06-15T08:22:31+00:00		True	True	True	False	False
not_exported	dyecX4	dyecX4	pg_ultima_hg003_30x_pangenome_multiqc_kitchensink_20260610T093038Z	/fsx/analysis_results/dyecX4/pg_ultima_hg003_30x_pangenome_multiqc_kitchensink_20260610T093038Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/dyecX4/pg_ultima_hg003_30x_pangenome_multiqc_kitchensink_20260610T093038Z/	1	False	0	0	False	2026-06-10T09:31:21+00:00		True	False	False	False	False
not_exported	dyecX4	ubuntu	ccv_dryrun_hybrid_ilmn_ont_snv_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_hybrid_ilmn_ont_snv_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_hybrid_ilmn_ont_snv_20260609T083613Z/	1	False	0	0	False	2026-06-09T09:40:46+00:00		True	True	True	False	False
not_exported	dyecX4	ubuntu	ccv_dryrun_hybrid_ilmn_ont_snv_kitchensink_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_hybrid_ilmn_ont_snv_kitchensink_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_hybrid_ilmn_ont_snv_kitchensink_20260609T083613Z/	1	False	0	0	False	2026-06-09T08:55:35+00:00		True	True	True	False	False
not_exported	dyecX4	ubuntu	ccv_dryrun_illumina_bclconvert_20260609T101303Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_bclconvert_20260609T101303Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_bclconvert_20260609T101303Z/	1	False	0	0	False	2026-06-09T10:13:24+00:00		True	True	True	False	False
not_exported	dyecX4	ubuntu	ccv_dryrun_illumina_hg002_kitchensink_multiqc_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_hg002_kitchensink_multiqc_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_hg002_kitchensink_multiqc_20260609T083613Z/	1	False	0	0	False	2026-06-09T08:38:40+00:00		True	True	True	False	False
not_exported	dyecX4	ubuntu	ccv_dryrun_illumina_run_qc_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_run_qc_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_run_qc_20260609T083613Z/	1	False	0	0	False	2026-06-09T09:53:08+00:00		True	True	True	False	False
not_exported	dyecX4	ubuntu	ccv_dryrun_illumina_run_qc_bclconvert_20260609T101303Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_run_qc_bclconvert_20260609T101303Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_run_qc_bclconvert_20260609T101303Z/	1	False	0	0	False	2026-06-09T10:19:01+00:00		True	True	True	False	False
not_exported	dyecX4	ubuntu	ccv_dryrun_illumina_snv_alignstats_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_snv_alignstats_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_snv_alignstats_20260609T083613Z/	1	False	0	0	False	2026-06-09T09:06:12+00:00		True	True	True	False	False
not_exported	dyecX4	ubuntu	ccv_dryrun_illumina_snv_alignstats_relatedness_vep_multiqc_20260609T083613Z	/fsx/analysis_results/ubuntu/ccv_dryrun_illumina_snv_alignstats_relatedness_vep_multiqc_20260609T083613Z	s3://lsmc-ssf-sequencing-data/derived/analysis_results/hyb-only/ubuntu/ccv_dryrun_illumina_snv_alignstats_relatedness_vep_multiqc_20260609T083613Z/	1	False	0	0	False	2026-06-09T09:11:50+00:00		True	True	True	False	False
