DAY-EC activated.
DAY-EC activated.
PROGRESS_TS	2026-06-02T22:54:57Z
LANES	L004,L005,L007
DF
Filesystem                Size  Used Avail Use% Mounted on
10.0.1.248@tcp:/3vbzxb4v  6.6T  3.2T  3.5T  48% /fsx
AVG_COMPLETE_SHARD_FASTQ_GIB	69.986
COMPLETE_SHARDS_USED_FOR_AVG	40
LANE_COMPLETION	lane	done	missing
LANE_COMPLETION	L004	0	8
LANE_COMPLETION	L005	0	8
LANE_COMPLETION	L007	0	8
ACTIVE_JOBS	jobid	state	elapsed	nodes	lane	shard	fastq_count	fastq_gib	progress_vs_avg	eta
ACTIVE_JOBS	367	RUNNING	1:56	i192mem-dy-all-5	L004	0001_tiles0001-0098	84	0.000	0.0%	unknown
ACTIVE_JOBS	371	RUNNING	1:25	i192mem-dy-all-6	L004	0002_tiles0099-0196	84	0.000	0.0%	unknown
ACTIVE_JOBS	359	RUNNING	1:25	i192mem-dy-all-3	L004	0003_tiles0197-0294	84	0.000	0.0%	unknown
ACTIVE_JOBS	352	RUNNING	1:56	i192mem-dy-all-1	L004	0004_tiles0295-0392	84	0.000	0.0%	unknown
ACTIVE_JOBS	356	RUNNING	1:56	i192mem-dy-all-2	L004	0005_tiles0393-0490	84	0.000	0.0%	unknown
ACTIVE_JOBS	358	RUNNING	1:25	i192mem-dy-all-3	L004	0006_tiles0491-0588	84	0.000	0.0%	unknown
ACTIVE_JOBS	365	RUNNING	1:56	i192mem-dy-all-5	L004	0007_tiles0589-0686	84	0.000	0.0%	unknown
ACTIVE_JOBS	368	RUNNING	1:56	i192mem-dy-all-5	L004	0008_tiles0687-0784	84	0.000	0.0%	unknown
ACTIVE_JOBS	370	RUNNING	1:25	i192mem-dy-all-6	L005	0001_tiles0001-0098	84	0.000	0.0%	unknown
ACTIVE_JOBS	351	RUNNING	1:56	i192mem-dy-all-1	L005	0002_tiles0099-0196	84	0.351	0.5%	383.6m
ACTIVE_JOBS	355	RUNNING	1:56	i192mem-dy-all-2	L005	0003_tiles0197-0294	84	5.257	7.5%	23.8m
ACTIVE_JOBS	357	RUNNING	1:26	i192mem-dy-all-3	L005	0004_tiles0295-0392	84	0.000	0.0%	unknown
ACTIVE_JOBS	361	RUNNING	1:25	i192mem-dy-all-4	L005	0005_tiles0393-0490	84	0.000	0.0%	unknown
ACTIVE_JOBS	364	RUNNING	1:25	i192mem-dy-all-4	L005	0006_tiles0491-0588	84	0.000	0.0%	unknown
ACTIVE_JOBS	369	RUNNING	1:25	i192mem-dy-all-6	L005	0007_tiles0589-0686	84	0.000	0.0%	unknown
ACTIVE_JOBS	350	RUNNING	1:56	i192mem-dy-all-1	L005	0008_tiles0687-0784	84	1.490	2.1%	88.8m
ACTIVE_JOBS	354	RUNNING	1:56	i192mem-dy-all-2	L007	0001_tiles0001-0098	84	0.000	0.0%	unknown
ACTIVE_JOBS	349	RUNNING	1:56	i192mem-dy-all-1	L007	0002_tiles0099-0196	84	0.000	0.0%	unknown
ACTIVE_JOBS	360	RUNNING	1:25	i192mem-dy-all-3	L007	0003_tiles0197-0294	84	0.000	0.0%	unknown
ACTIVE_JOBS	363	RUNNING	1:25	i192mem-dy-all-4	L007	0004_tiles0295-0392	84	0.000	0.0%	unknown
ACTIVE_JOBS	372	RUNNING	1:25	i192mem-dy-all-6	L007	0005_tiles0393-0490	84	0.000	0.0%	unknown
ACTIVE_JOBS	353	RUNNING	1:56	i192mem-dy-all-2	L007	0006_tiles0491-0588	84	0.000	0.0%	unknown
ACTIVE_JOBS	362	RUNNING	1:25	i192mem-dy-all-4	L007	0007_tiles0589-0686	84	0.000	0.0%	unknown
ACTIVE_JOBS	366	RUNNING	1:56	i192mem-dy-all-5	L007	0008_tiles0687-0784	84	0.000	0.0%	unknown
