DAY-EC activated.
DAY-EC activated.
PROGRESS_TS	2026-06-02T23:05:53Z
LANES	L004,L005,L007
DF
Filesystem                Size  Used Avail Use% Mounted on
10.0.1.248@tcp:/3vbzxb4v  6.6T  3.7T  2.9T  56% /fsx
AVG_COMPLETE_SHARD_FASTQ_GIB	69.986
COMPLETE_SHARDS_USED_FOR_AVG	40
LANE_COMPLETION	lane	done	missing
LANE_COMPLETION	L004	0	8
LANE_COMPLETION	L005	0	8
LANE_COMPLETION	L007	0	8
ACTIVE_JOBS	jobid	state	elapsed	nodes	lane	shard	fastq_count	fastq_gib	progress_vs_avg	eta
ACTIVE_JOBS	367	RUNNING	12:51	i192mem-dy-all-5	L004	0001_tiles0001-0098	84	23.233	33.2%	25.9m
ACTIVE_JOBS	371	RUNNING	12:20	i192mem-dy-all-6	L004	0002_tiles0099-0196	84	18.828	26.9%	33.5m
ACTIVE_JOBS	359	RUNNING	12:20	i192mem-dy-all-3	L004	0003_tiles0197-0294	84	20.405	29.2%	30.0m
ACTIVE_JOBS	352	RUNNING	12:51	i192mem-dy-all-1	L004	0004_tiles0295-0392	84	20.480	29.3%	31.1m
ACTIVE_JOBS	356	RUNNING	12:51	i192mem-dy-all-2	L004	0005_tiles0393-0490	84	19.553	27.9%	33.1m
ACTIVE_JOBS	358	RUNNING	12:20	i192mem-dy-all-3	L004	0006_tiles0491-0588	84	23.127	33.0%	25.0m
ACTIVE_JOBS	365	RUNNING	12:51	i192mem-dy-all-5	L004	0007_tiles0589-0686	84	18.785	26.8%	35.0m
ACTIVE_JOBS	368	RUNNING	12:51	i192mem-dy-all-5	L004	0008_tiles0687-0784	84	22.037	31.5%	27.9m
ACTIVE_JOBS	370	RUNNING	12:20	i192mem-dy-all-6	L005	0001_tiles0001-0098	84	22.330	31.9%	26.3m
ACTIVE_JOBS	351	RUNNING	12:51	i192mem-dy-all-1	L005	0002_tiles0099-0196	84	19.848	28.4%	32.5m
ACTIVE_JOBS	355	RUNNING	12:51	i192mem-dy-all-2	L005	0003_tiles0197-0294	84	31.661	45.2%	15.6m
ACTIVE_JOBS	357	RUNNING	12:21	i192mem-dy-all-3	L005	0004_tiles0295-0392	84	23.566	33.7%	24.3m
ACTIVE_JOBS	361	RUNNING	12:20	i192mem-dy-all-4	L005	0005_tiles0393-0490	84	24.999	35.7%	22.2m
ACTIVE_JOBS	364	RUNNING	12:20	i192mem-dy-all-4	L005	0006_tiles0491-0588	84	16.995	24.3%	38.5m
ACTIVE_JOBS	369	RUNNING	12:20	i192mem-dy-all-6	L005	0007_tiles0589-0686	84	25.502	36.4%	21.5m
ACTIVE_JOBS	350	RUNNING	12:51	i192mem-dy-all-1	L005	0008_tiles0687-0784	84	25.074	35.8%	23.0m
ACTIVE_JOBS	354	RUNNING	12:51	i192mem-dy-all-2	L007	0001_tiles0001-0098	84	21.676	31.0%	28.6m
ACTIVE_JOBS	349	RUNNING	12:51	i192mem-dy-all-1	L007	0002_tiles0099-0196	84	18.139	25.9%	36.7m
ACTIVE_JOBS	360	RUNNING	12:20	i192mem-dy-all-3	L007	0003_tiles0197-0294	84	20.871	29.8%	29.0m
ACTIVE_JOBS	363	RUNNING	12:20	i192mem-dy-all-4	L007	0004_tiles0295-0392	84	22.046	31.5%	26.8m
ACTIVE_JOBS	372	RUNNING	12:20	i192mem-dy-all-6	L007	0005_tiles0393-0490	84	19.845	28.4%	31.1m
ACTIVE_JOBS	353	RUNNING	12:51	i192mem-dy-all-2	L007	0006_tiles0491-0588	84	21.265	30.4%	29.4m
ACTIVE_JOBS	362	RUNNING	12:20	i192mem-dy-all-4	L007	0007_tiles0589-0686	84	21.096	30.1%	28.6m
ACTIVE_JOBS	366	RUNNING	12:51	i192mem-dy-all-5	L007	0008_tiles0687-0784	84	21.411	30.6%	29.1m
