DAY-EC activated.
DAY-EC activated.
PROGRESS_TS	2026-06-02T23:16:50Z
LANES	L004,L005,L007
DF
Filesystem                Size  Used Avail Use% Mounted on
10.0.1.248@tcp:/3vbzxb4v  6.6T  4.2T  2.4T  65% /fsx
AVG_COMPLETE_SHARD_FASTQ_GIB	69.986
COMPLETE_SHARDS_USED_FOR_AVG	40
LANE_COMPLETION	lane	done	missing
LANE_COMPLETION	L004	0	8
LANE_COMPLETION	L005	0	8
LANE_COMPLETION	L007	0	8
ACTIVE_JOBS	jobid	state	elapsed	nodes	lane	shard	fastq_count	fastq_gib	progress_vs_avg	eta
ACTIVE_JOBS	367	RUNNING	23:48	i192mem-dy-all-5	L004	0001_tiles0001-0098	84	49.535	70.8%	9.8m
ACTIVE_JOBS	371	RUNNING	23:17	i192mem-dy-all-6	L004	0002_tiles0099-0196	84	42.896	61.3%	14.7m
ACTIVE_JOBS	359	RUNNING	23:17	i192mem-dy-all-3	L004	0003_tiles0197-0294	84	43.343	61.9%	14.3m
ACTIVE_JOBS	352	RUNNING	23:48	i192mem-dy-all-1	L004	0004_tiles0295-0392	84	42.355	60.5%	15.5m
ACTIVE_JOBS	356	RUNNING	23:48	i192mem-dy-all-2	L004	0005_tiles0393-0490	84	40.387	57.7%	17.4m
ACTIVE_JOBS	358	RUNNING	23:17	i192mem-dy-all-3	L004	0006_tiles0491-0588	84	49.328	70.5%	9.8m
ACTIVE_JOBS	365	RUNNING	23:48	i192mem-dy-all-5	L004	0007_tiles0589-0686	84	47.052	67.2%	11.6m
ACTIVE_JOBS	368	RUNNING	23:48	i192mem-dy-all-5	L004	0008_tiles0687-0784	84	48.030	68.6%	10.9m
ACTIVE_JOBS	370	RUNNING	23:17	i192mem-dy-all-6	L005	0001_tiles0001-0098	84	48.027	68.6%	10.6m
ACTIVE_JOBS	351	RUNNING	23:48	i192mem-dy-all-1	L005	0002_tiles0099-0196	84	41.826	59.8%	16.0m
ACTIVE_JOBS	355	RUNNING	23:48	i192mem-dy-all-2	L005	0003_tiles0197-0294	84	54.422	77.8%	6.8m
ACTIVE_JOBS	357	RUNNING	23:18	i192mem-dy-all-3	L005	0004_tiles0295-0392	84	48.518	69.3%	10.3m
ACTIVE_JOBS	361	RUNNING	23:17	i192mem-dy-all-4	L005	0005_tiles0393-0490	84	50.433	72.1%	9.0m
ACTIVE_JOBS	364	RUNNING	23:17	i192mem-dy-all-4	L005	0006_tiles0491-0588	84	39.608	56.6%	17.9m
ACTIVE_JOBS	369	RUNNING	23:17	i192mem-dy-all-6	L005	0007_tiles0589-0686	84	51.713	73.9%	8.2m
ACTIVE_JOBS	350	RUNNING	23:48	i192mem-dy-all-1	L005	0008_tiles0687-0784	84	50.231	71.8%	9.3m
ACTIVE_JOBS	354	RUNNING	23:48	i192mem-dy-all-2	L007	0001_tiles0001-0098	84	46.249	66.1%	12.2m
ACTIVE_JOBS	349	RUNNING	23:48	i192mem-dy-all-1	L007	0002_tiles0099-0196	84	43.129	61.6%	14.8m
ACTIVE_JOBS	360	RUNNING	23:17	i192mem-dy-all-3	L007	0003_tiles0197-0294	84	43.792	62.6%	13.9m
ACTIVE_JOBS	363	RUNNING	23:17	i192mem-dy-all-4	L007	0004_tiles0295-0392	84	45.569	65.1%	12.5m
ACTIVE_JOBS	372	RUNNING	23:17	i192mem-dy-all-6	L007	0005_tiles0393-0490	84	39.381	56.3%	18.1m
ACTIVE_JOBS	353	RUNNING	23:48	i192mem-dy-all-2	L007	0006_tiles0491-0588	84	45.193	64.6%	13.1m
ACTIVE_JOBS	362	RUNNING	23:17	i192mem-dy-all-4	L007	0007_tiles0589-0686	84	43.559	62.2%	14.1m
ACTIVE_JOBS	366	RUNNING	23:48	i192mem-dy-all-5	L007	0008_tiles0687-0784	84	41.768	59.7%	16.1m
