time_start,time_end,estimated,amount_usd,resource_id
2026-06-05T00:00:00Z,2026-06-06T00:00:00Z,True,9.33384e-05,arn:aws:rds:us-east-1:108782052779:cluster-snapshot:dayhoff-dr-drill-use1-20260522-snap
2026-06-05T00:00:00Z,2026-06-06T00:00:00Z,True,4.35408e-05,arn:aws:rds:us-east-1:108782052779:cluster-snapshot:dayhoff-inx-inf5-precleanup-20260528t174313z
2026-06-05T00:00:00Z,2026-06-06T00:00:00Z,True,3.44784e-05,arn:aws:rds:us-east-1:108782052779:cluster-snapshot:marvain-john-major-dev-snapshot-auroracluster-ctvfy1tkxd1i
2026-06-05T00:00:00Z,2026-06-06T00:00:00Z,True,0.0584572256,arn:aws:rds:us-east-1:108782052779:cluster:cluster-bhclwskm5mcqb7l7keks2bcha4
2026-06-05T00:00:00Z,2026-06-06T00:00:00Z,True,0.060573587,arn:aws:rds:us-east-1:108782052779:cluster:cluster-kym7xbonz4xygugh5dp33j3dci
2026-06-05T00:00:00Z,2026-06-06T00:00:00Z,True,0.0623932304,arn:aws:rds:us-east-1:108782052779:cluster:cluster-pqpacrqo2fxszto7u4maw3velu
2026-06-05T00:00:00Z,2026-06-06T00:00:00Z,True,6.24,arn:aws:rds:us-east-1:108782052779:db:auruse1-writer
2026-06-05T00:00:00Z,2026-06-06T00:00:00Z,True,6.96,arn:aws:rds:us-east-1:108782052779:db:dayhoff-dr-drill-use1-20260522-instance-1
2026-06-05T00:00:00Z,2026-06-06T00:00:00Z,True,6.96,arn:aws:rds:us-east-1:108782052779:db:dayhoff-dr-drill-use1-20260522-reader-api
2026-06-05T00:00:00Z,2026-06-06T00:00:00Z,True,6.96,arn:aws:rds:us-east-1:108782052779:db:dayhoff-dr-drill-use1-20260522-reader-ha
2026-06-05T00:00:00Z,2026-06-06T00:00:00Z,True,0.1097941807,arn:aws:rds:us-east-1:108782052779:db:dayhoff-josh-dev-data-postgres9dc8bb04-3uhshdelezxt
2026-06-05T00:00:00Z,2026-06-06T00:00:00Z,True,1.752,arn:aws:rds:us-east-1:108782052779:db:dev-writer
